id,work_title,movement,clef,keysig,timesig,pae_data,rism_id,rism_opac_link,tu_da_link
30627478,Symphonie in G-Dur GWV 596 (1734),1. Allegro,G-2,xF,3,"{'8GDGDGD}/{G6B''C}{DEDC}{'BAGF}/{8G,B'E,B'E,B}/{'E6GA}",450002045,https://opac.rism.info/metaopac/search?View=rism&id=450002045,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-01/0002
30627480,Symphonie in G-Dur GWV 596 (1734),2. Largo,G-2,xF,c,{''36.GExD'B}{''GED'B}{''C'AxGE}{''C'AGE}/{''6E8AFG6E}q8E2(xD)/,450002045,https://opac.rism.info/metaopac/search?View=rism&id=450002045,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-01/0002
30627482,Symphonie in G-Dur GWV 596 (1734),3. Allegro,G-2,xF,2/4,''8D/G4B{6AF}/8G4A{6FD}/{EGFE}{DC'BA}/{8G''C}-'A/,450002045,https://opac.rism.info/metaopac/search?View=rism&id=450002045,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-01/0002
30627486,Symphonie in G-Dur GWV 597 (1735),1. Allegro,G-2,xF,c,{(''6GGG)}{(GGG)}{(GGG)}{(GGG)}{(GGG)}{(GGG)}{(GGG)}{(GGG)}/{(GGG)}{(GGG)},450002046,https://opac.rism.info/metaopac/search?View=rism&id=450002046,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-02/0002
30627488,Symphonie in G-Dur GWV 597 (1735),2. Andante,G-2,xF,3,{'6.E3G8F}-{6AG}{GFFG}/i/{8.E6''xD}q8D4E-/,450002046,https://opac.rism.info/metaopac/search?View=rism&id=450002046,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-02/0002
30627489,Symphonie in G-Dur GWV 597 (1735),3. Allegro,G-2,xF,c,{''68.GDD'B}{''8EC}qD{6C'B''8C}/{'6BGBG}{''D'B''D'B}{''8G'G}4-/{6BA8B}{6BA8B}''qC{'BA}4''C/,450002046,https://opac.rism.info/metaopac/search?View=rism&id=450002046,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-02/0002
30627492,Symphonie in F-Dur GWV 577 (1741),1. Largo,C-3,bB,c,'1A+/4A''Dq8C'4Bq8A{6GA8F}/4EFtG{8.A6F}/,450002047,https://opac.rism.info/metaopac/search?View=rism&id=450002047,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-03/0002
30627493,Symphonie in F-Dur GWV 577 (1741),2. Air 1,C-3,bB,3,{'8.6AB''CDCD}/{8'A6''DC}{'BAGF}{8AG}/{8.6AB''CDCD}/,450002047,https://opac.rism.info/metaopac/search?View=rism&id=450002047,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-03/0002
30627494,Symphonie in F-Dur GWV 577 (1741),3. Air 2,C-3,bB,6/8,{'8.A6BGA}/{FEFGAB}''4C8D/{'AAA}{6BAB''C'AB}/,450002047,https://opac.rism.info/metaopac/search?View=rism&id=450002047,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-03/0002
30627496,Symphonie in F-Dur GWV 577 (1741),4. Air 3,C-3,bB,c,4-{8'FF}{6FEFG}{8EE}/4Eqq6EFr{8GG}{6GFGA}{8FF}/4F{8BB},450002047,https://opac.rism.info/metaopac/search?View=rism&id=450002047,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-03/0002
30627497,Symphonie in F-Dur GWV 577 (1741),5. Air 4,C-3,bB,6/8,"{'8ABG}{FC,A}/{'ABG}F--/{''CD'6.B3B}{8B''C'6.A3A}/",450002047,https://opac.rism.info/metaopac/search?View=rism&id=450002047,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-03/0002
30627500,Symphonie in G-Dur GWV 610 (1743),1. Allegro,G-2,xF,c,{'8GD}6-{DEF}{8GD}6-{DEF}/{8GD}6-{DEF}{8GD''D'B}/''1G/,450002048,https://opac.rism.info/metaopac/search?View=rism&id=450002048,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-04/0002
30627501,Symphonie in G-Dur GWV 610 (1743),2. Andante,G-2,xF,c,{'6B8BBB''6G}{'B8BBB''6G}/{'A8AAA''6A}{'A8AAA6F}/{G8BB},450002048,https://opac.rism.info/metaopac/search?View=rism&id=450002048,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-04/0002
30627503,Symphonie in G-Dur GWV 610 (1743),3. Allegro,G-2,xF,2/4,''8G/488G{DC}/Ct{'B''G}/G{DC}/Ct{'B''D}/,450002048,https://opac.rism.info/metaopac/search?View=rism&id=450002048,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-04/0002
30627506,Symphonie in D-Dur GWV 520 (1744),1. (ohne Bezeichnung),G-2,xFC,c,{''8D'D}q''G{F6ED}{8A'A}6-{AB''C}/!{3DC'6B}!fff{8''F'F},450002049,https://opac.rism.info/metaopac/search?View=rism&id=450002049,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-05/0002
30627508,Symphonie in D-Dur GWV 520 (1744),2. Andante,G-2,xFC,c,{''6D8C6D}{D8C6D}q8E{6DCEC}4D/{'6B8A6B}q''C{'B8A6B}''qC{'BA''nC'A}4B/,450002049,https://opac.rism.info/metaopac/search?View=rism&id=450002049,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-05/0002
30627510,Symphonie in D-Dur GWV 520 (1744),3. Allegro,G-2,xFC,6/8,{'3DEFG6AAAA}{''D'AAAAA}/i/{6D3EFGFGABAB''C}{8D'GF}/,450002049,https://opac.rism.info/metaopac/search?View=rism&id=450002049,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-05/0002
30627514,Symphonie in G-Dur GWV 598 (1746),1. Allegro,G-2,xF,3,"{'8GGGGGG}/{6G''DEF}{8G'BGD}/{,G'GGGGG}/{6G''DEF}{8G'BGD}/",450002050,https://opac.rism.info/metaopac/search?View=rism&id=450002050,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-06/0002
30627515,Symphonie in G-Dur GWV 598 (1746),2. Tempo di menuet,G-2,xF,3,{''8(BAG)}qG4FG/{(8DC'B)}q4B2A/{(8''BAG)}qG4FG/,450002050,https://opac.rism.info/metaopac/search?View=rism&id=450002050,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-06/0002
30627517,Symphonie in G-Dur GWV 598 (1746),3. Air. Allegro,G-2,xF,2/4,{''8DG}/{6FGFE}{8DG}/{6FGFE}{8DC}/{'BAGnF}/qF4E{''8CC}/,450002050,https://opac.rism.info/metaopac/search?View=rism&id=450002050,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-06/0002
30627519,Symphonie in G-Dur GWV 598 (1746),4. Menuet,G-2,xF,3,'4GDG/A4.A{6B''C}/'4B{(''8EDC)}{('BAG)}/{FDADFD}/,450002050,https://opac.rism.info/metaopac/search?View=rism&id=450002050,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-06/0002
30627521,Symphonie in G-Dur GWV 598 (1746),5. Air en Gavotte,G-2,xF,c,''4DG/4.66G{AB}G{AB}/'4G''DDG/4.66G{AB}G{AB}/,450002050,https://opac.rism.info/metaopac/search?View=rism&id=450002050,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-06/0002
30627524,Symphonie in D-Dur GWV 530 (1746),1. Vivace,G-2,xFC,3,'8{DDFFAA}/''{DDFFAA}/'''{DDDDDD}/,450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627526,Symphonie in D-Dur GWV 530 (1746),2. Air. Vivace,G-2,xFC,c,'4DAAA/4.At{6B''C}4D{8FD}/4ED-{8AD}/4CD-{8FD}/,450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627528,Symphonie in D-Dur GWV 530 (1746),3. Air. Allegro,G-2,xFC,c,'8A/{BABA}{''AAA'A}/i/{68.BG}{''G'B},450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627529,Symphonie in D-Dur GWV 530 (1746),4. Air en Menuet,G-2,xFC,3,''4D'8{AAAA}/4A8{FFFF}/4F{8DDFA}/''4DFA/,450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627530,Symphonie in D-Dur GWV 530 (1746),5. Air. Largo,G-2,xFC,c,{''6.3DEFG}{8AB}q4D2C/{6.36ABG}{FGE}{6.E5FG8F}{3.A5B6G},450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627532,Symphonie in D-Dur GWV 530 (1746),6. Gigue,G-2,xFC,3/8,''8D/{8.A6B8A}/i/{DEF}/'A-''A/{ED'A}/,450002051,https://opac.rism.info/metaopac/search?View=rism&id=450002051,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-07-i/0002
30627543,Symphonie in F-Dur GWV 566 (1746),1. Vivace,G-2,bB,c,''4F8.6-'F{GAGA}/4BA''C8-3-{CDE}/4F8.6-'A{B''C'B''C}/,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627545,Symphonie in F-Dur GWV 566 (1746),2. Air. Largo e piano,G-2,bB,c,'2FF/{8.A3B''C}'q8B{6AGFE}q4E2F/G,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627547,Symphonie in F-Dur GWV 566 (1746),3. Menuet,G-2,bB,3,''4F{8.Ft6E}4F/'FA''C/4F{8.Ft6E}4F/'FA''C/,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627548,Symphonie in F-Dur GWV 566 (1746),4. Bourée,G-2,bB,c,''4C/8{CFED}{CCCC}/{CFED}{C'BAG}/{FFFF}{FFFF}/,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627550,Symphonie in F-Dur GWV 566 (1746),5. Air. Andante,G-2,bB,12/8,'1.F/{''8DC'B}{AGF}q4F2.E/{''8FED}4.Ct'qq6B''Cr,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627552,Symphonie in F-Dur GWV 566 (1746),6. Gigue,G-2,bB,12/8,''8C/{8.F6G8F}{CDE}{8.F6G8F}{'FGA}/{6BAB''C8D}{C'BA}q4A4.G,450002053,https://opac.rism.info/metaopac/search?View=rism&id=450002053,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-08/0002
30627556,Symphonie in F-Dur GWV 565 (1746),1. Allegro,G-2,bB,c,'8F/{''CC8.C3DE}{6F'EFG}{8AF}/i/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627558,Symphonie in F-Dur GWV 565 (1746),2. Andante,G-2,bB,2/4,'4A''D/q8G{(FED)}qG{(FED)}/'4A''E/q8A{(GFE)}qA{(GFE)}/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627559,Symphonie in F-Dur GWV 565 (1746),3. Menuet,G-2,bB,3,'4F{68.''C'A}{''FC}/q4C'2B4A/F{''68.FC}{AF}/'4BA-/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627561,Symphonie in F-Dur GWV 565 (1746),4. Air. Vivace,G-2,bB,c,'4F{''8.C6C}4CF/DC2-/'4C{8.G6G}4G''C/'AG2-/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627563,Symphonie in F-Dur GWV 565 (1746),5. Air en Menuet,G-2,bB,3,{''8.C6C}/4DCF/qF2E{8.C6C}/4DCbE/qE2D{'8.G6G}/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627565,Symphonie in F-Dur GWV 565 (1746),6. Air,G-2,bB,2/4,''8F/{F'FFF}/{F6AG}{8F''F}/{F'FFF}/q4G4.Ft{''6AA}/,450002054,https://opac.rism.info/metaopac/search?View=rism&id=450002054,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-09/0002
30627568,Symphonie in D-Dur GWV 521 (1746),1. Vivace,G-2,xFC,3,{''8.D6D}/4DF{8.E6E}/2E{8.F6F}/4FA{8.G6G}/2G{8.F6F}/,450002055,https://opac.rism.info/metaopac/search?View=rism&id=450002055,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-10/0002
30627569,Symphonie in D-Dur GWV 521 (1746),2. Menuet,G-2,xFC,3,'2A{8.B''3CD}/4D{8C'B''qC'BA}/4AGF/2Ft4E/,450002055,https://opac.rism.info/metaopac/search?View=rism&id=450002055,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-10/0002
30627571,Symphonie in D-Dur GWV 521 (1746),3. Air en echo. Allegro,G-2,xFC,2/4,{'6FDAF}{''D'A''D'A}/{FDAD}{''D'A''FD}/{8A'A}4-/i/,450002055,https://opac.rism.info/metaopac/search?View=rism&id=450002055,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-10/0002
30627572,Symphonie in D-Dur GWV 521 (1746),4. Menuet,G-2,xFC,3,''4D4.G{6AB}/q8D2C4D/'A{''8.33EFG}{FGA}/4D,450002055,https://opac.rism.info/metaopac/search?View=rism&id=450002055,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-10/0002
30627574,Symphonie in D-Dur GWV 521 (1746),5. Bourée,G-2,xFC,c,'4A/''D{8'AG}qG4F{8ED}/''4D{8'AG}qG4F{8ED}/2''A{8GFED}/,450002055,https://opac.rism.info/metaopac/search?View=rism&id=450002055,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-10/0002
30627577,Symphonie in D-Dur GWV 540 (1746),1. Allegro,G-2,xFC,6/8,{'8D6FFAA}{''D'A''3DE6FEA}/{'8D6FFAA}{''8FE}-/,450002056,https://opac.rism.info/metaopac/search?View=rism&id=450002056,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-11/0002
30627578,Symphonie in D-Dur GWV 540 (1746),2. Menuet,G-2,xFC,3,''4D{8.33EFG}{FGA}/{'8.A''6nC}q8C'4B-/{3B''C8.D}{8(C'BA)}''4A/,450002056,https://opac.rism.info/metaopac/search?View=rism&id=450002056,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-11/0002
30627580,Symphonie in D-Dur GWV 540 (1746),3. Tempo di Sarabande,G-2,xFC,3,{''8.D6C}/q4C2D'4G/qG2F{''8.D6C}/q4C2D'4G/qG2F{''6.C3D8E}/,450002056,https://opac.rism.info/metaopac/search?View=rism&id=450002056,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-11/0002
30627581,Symphonie in D-Dur GWV 540 (1746),4. Air,G-2,xFC,6/8,{''8A'''D}-''4C8D/{6'FDFD8A}{FA''D}/{A'''D}-4''C8D/,450002056,https://opac.rism.info/metaopac/search?View=rism&id=450002056,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-11/0002
30627585,Symphonie in D-Dur GWV 541 (1746),1. Adagio; Allegro,G-2,xFC,2/4,''2F+/{6FxDDE}q4DE/2D+/{6D'BB''D}q4D(C)/{6DDDD}{'AAAG}/q8G{F6EF}{6.D5EF3GAB''C}/{6DDDD}{'AAAG}/,450002057,https://opac.rism.info/metaopac/search?View=rism&id=450002057,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-12/0002
30627587,Symphonie in D-Dur GWV 541 (1746),2. Air en Menuet,G-2,xFC,3,'8A4''D8FqF{E6DC}/{8D'A}4''D'A/{8BG}4BG/{8''D'A}''4D'A/,450002057,https://opac.rism.info/metaopac/search?View=rism&id=450002057,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-12/0002
30627588,Symphonie in D-Dur GWV 541 (1746),3. Air. Allegro,G-2,xFC,3,'8{AB''C}/4D8{DDDD}/{D'AB''CDE}/4F{8FFFF}/{FCDEFG}/,450002057,https://opac.rism.info/metaopac/search?View=rism&id=450002057,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-12/0002
30627589,Symphonie in D-Dur GWV 541 (1746),4. Menuet,G-2,bB,3,''4F2E/q4D2xC4D/G2A/q4G2F4E/DGxF/,450002057,https://opac.rism.info/metaopac/search?View=rism&id=450002057,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-12/0002
30627591,Symphonie in D-Dur GWV 541 (1746),5. Bourée,G-2,xFC,c,{''8FD}/4E{8FD}4E{8FD}/4A'AA{''8FD}/4E{8FD}4E{8FD}/,450002057,https://opac.rism.info/metaopac/search?View=rism&id=450002057,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-12/0002
30627595,Symphonie in G-Dur GWV 611 (1746),1. Vivace,G-2,xF,c,"{'8G6DG}{'8G6DG}{8B''D}4-/{'6GD,BG}{'GD,BG}{'8G,G}4-/{'8G6DG}{8G6DG}",450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627596,Symphonie in G-Dur GWV 611 (1746),2. Menuet,G-2,xF,3,'4G4.Gt{6FG}/4A''8D-D-/4D'4.At{6GA}/4B''8G-G-/,450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627597,Symphonie in G-Dur GWV 611 (1746),3. Largo,C-3,xF,c,{''8D'6.Bt''3C}{6D8D6D}{3.5DEDC'B''C'BAq8A}{G6-''D}/{3.5EnFED6C8EC6E},450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627598,Symphonie in G-Dur GWV 611 (1746),4. Gavotte,G-2,xF,c,'4GG/G{6BA8G}''2G/'4G{6BA8G}''2D/,450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627599,Symphonie in G-Dur GWV 611 (1746),5. Tempo di Sarabande,G-2,xF,3,{''8.G6F}/q8F4.G'{3B6.G}{''8C6DE}/q4E2D{8.G6F}/q8F4.G{'3G6.D}{''8D6EC}/,450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627601,Symphonie in G-Dur GWV 611 (1746),6. Gigue,G-2,xF,6/8,"{''6E6.D3C}/q8C{'8.68B''CD}{G'DE}/{8,B'C6''C'A}{8B6G''D8G}/{6FAAF8G}",450002058,https://opac.rism.info/metaopac/search?View=rism&id=450002058,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-13/0002
30627605,Symphonie in G-Dur GWV 578 (1748),1. Allegro,G-2,xF,c,'8D/{GGGG}{GGG3GAB''C}/{8D'GGG}{GGG3GAB''C}/{8D6(DEF)},450002059,https://opac.rism.info/metaopac/search?View=rism&id=450002059,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-14-i/0002
30627607,Symphonie in G-Dur GWV 578 (1748),2. Andante,G-2,bBE,c,"'4GD,G8-'D/{6.G3Bq6B8A}{6.A3''C}{(6'B''D'B)}{6.B3Gq6G8A}-D/",450002059,https://opac.rism.info/metaopac/search?View=rism&id=450002059,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-14-i/0002
30627609,Symphonie in G-Dur GWV 578 (1748),3. Menuet,G-2,xF,3,"'4G{68.BGAF}/4''DGD/'G{68.BGAF}/4G,G-/",450002059,https://opac.rism.info/metaopac/search?View=rism&id=450002059,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-14-i/0002
30627616,Symphonie in G-Dur GWV 579 (1748),1. Allegro,G-2,xF,12/8,"{,8GGG}{GGG}{'D,GG}{GGG}/{G6BG'D,B}{'GDBG''D'B}",450002061,https://opac.rism.info/metaopac/search?View=rism&id=450002061,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-15/0002
30627617,Symphonie in G-Dur GWV 579 (1748),2. Un poco andante,G-2,xF,2/4,'8B/''E4E{3EF6G}/q8AG4F8G/C'4B{3AG6F}/qA{GF8E},450002061,https://opac.rism.info/metaopac/search?View=rism&id=450002061,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-15/0002
30627619,Symphonie in G-Dur GWV 579 (1748),3. Menuet,G-2,xF,3,"{'8GB}q4B2A/{8A''C}q4C'2B/{8''C'A}{BG}{AF}/{866GBD}{,B'D,B}",450002061,https://opac.rism.info/metaopac/search?View=rism&id=450002061,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-15/0002
30627621,Symphonie in G-Dur GWV 579 (1748),4. Air. Andante,G-2,xF,c,'4D/G2G{8BG}/4A2D{8A''C}/qD4C'2B{''8D'B}/,450002061,https://opac.rism.info/metaopac/search?View=rism&id=450002061,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-15/0002
30627623,Symphonie in G-Dur GWV 579 (1748),5. Air en Menuet. Allegro,G-2,xF,3,'4D/GAtB/G''G'D/FGtA/D''DD/{8.Et6F}4GG/,450002061,https://opac.rism.info/metaopac/search?View=rism&id=450002061,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-15/0002
30627626,Symphonie in G-Dur GWV 580 (1748),1. Allegro,G-2,xF,3,{''8GDD'B}''qC{'6BA8G}/{''8GDD'B}''qC{'6BA8G}/{''3EF8.G}{6DC'BA}{8GB}/,450002062,https://opac.rism.info/metaopac/search?View=rism&id=450002062,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-16/0002
30627627,Symphonie in G-Dur GWV 580 (1748),2. Poco andante e piano,G-2,bBE,2/4,''4D/{36.BGAxF}{GDEC}/{'nB''D}q8D4C{36.E'G}/{xFDGD},450002062,https://opac.rism.info/metaopac/search?View=rism&id=450002062,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-16/0002
30627629,Symphonie in G-Dur GWV 580 (1748),3. Presto,G-2,xF,3/8,''8D/{6EF8G6FD}/{GFEDC'B}/{''CD8ED}/4D'8G/,450002062,https://opac.rism.info/metaopac/search?View=rism&id=450002062,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-16/0002
30627633,Symphonie in A-Dur GWV 612 (1748),1. Allegro moderato,G-2,xFCG,c,"{'6A''C'BA}{GFED}{8C''E}4-/{'6EAGF}{EDC,B}{8A''A}4-/",450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
30627634,Symphonie in A-Dur GWV 612 (1748),2. Air. Allegro,G-2,xFCG,c,"{8.6''CDCD}{'6B''C'B''C}{'8BG}/{A,A'CE}{8.33AB''C}{'B''CD}/",450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
30627635,Symphonie in A-Dur GWV 612 (1748),3. Andante,G-2,,c,'4A+{(6AB''C)}qD{(C'BA)}{E''E8D}+{(6D'B''C)}qE{(DC'B)}/{''A'A8A}+{(6A''ED)},450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
30627637,Symphonie in A-Dur GWV 612 (1748),4. Air. Allegro,G-2,xFCG,2/4,''4EA/{6C'B''8C}{'BE}/{6AG8A}{6AG8A}/{''DCqDC'B}/4A''E/,450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
30627639,Symphonie in A-Dur GWV 612 (1748),5. Menuet,G-2,xFCG,3,'2A{68.''C'A}/{DA}8G4''D8C/2F{68.BG}/{EA},450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
30627641,Symphonie in A-Dur GWV 612 (1748),6. Gique,G-2,xFCG,6/8,''8E/{8.F6nG8F}{8.E6EFxG}/{8.A6G8A}{'6AB''CDEF}/{8.nG6A8G},450002063,https://opac.rism.info/metaopac/search?View=rism&id=450002063,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-17/0002
