id,work_title,movement,clef,keysig,timesig,pae_data,rism_id,rism_opac_link,tu_da_link
30628159,Symphonie in C-Dur GWV 504 (1751),1. Allegro,G-2,,c,"!''4C8.-'6C!f/''4C'C2-/!4G8.-,6G!f/",450002125,https://opac.rism.info/metaopac/search?View=rism&id=450002125,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-78/0002
30628160,Symphonie in C-Dur GWV 504 (1751),2. Allegro moderato,G-2,xF,6/8,{''8.D6E8D}D{8.E3FG}/{8'G6(AB''C)}{(C'BA)}''q8C'{BA}-/{''8.D6E8D}D{8.E3FG}/,450002125,https://opac.rism.info/metaopac/search?View=rism&id=450002125,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-78/0002
30628162,Symphonie in C-Dur GWV 504 (1751),3. Presto,G-2,,3/8,{''8.Ct3'B''C}{6EC}/{'GBA''C'B''D}/{CEDFEG}/q8G4F8E/{6DFq6F8E6DC}/,450002125,https://opac.rism.info/metaopac/search?View=rism&id=450002125,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-78/0002
30628166,Symphonie in C-Dur GWV 505 (1751),1. Allegro,G-2,,c,''2CDt/4EC2-/G8{FEDC}/4DC'G''C/2G,450002126,https://opac.rism.info/metaopac/search?View=rism&id=450002126,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-79/0002
30628168,Symphonie in C-Dur GWV 505 (1751),2. Andante,G-2,,3,{''8.C6D}q8D{8.E6B}q8B4'''C/{'8.A6B}q8B{''8.C6xG}q8G4A/{'8(AAA)}{(AAA)}{(AAA)}/,450002126,https://opac.rism.info/metaopac/search?View=rism&id=450002126,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-79/0002
30628170,Symphonie in C-Dur GWV 505 (1751),3. Presto,G-2,,6/8,{''8CCC}{CCC}/{C'EG}{''C'G''E}/{DDD}{DDD}/{D'GB}{''D'B''G}/{E'GF}{EDC}/,450002126,https://opac.rism.info/metaopac/search?View=rism&id=450002126,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-79/0002
30628174,Symphonie in C-Dur GWV 506 (1751),1. Molto allegro,G-2,,c,"{''6C'GAB}{''8C'G}{AG}4-/{''6C'GAB}{''8C'C}{D,G}4-/{''6C'GAB}{''6C'GAB}",450002127,https://opac.rism.info/metaopac/search?View=rism&id=450002127,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-80/0002
30628176,Symphonie in C-Dur GWV 506 (1751),2. Poco allegro e piano,G-2,,3,{''8.C6A}q8A4xG{'8.Bt3AB}/{8.''C6F}q8F4E{'8.xGt3FG}/{8.A''6A}{A'AAA},450002127,https://opac.rism.info/metaopac/search?View=rism&id=450002127,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-80/0002
30628178,Symphonie in C-Dur GWV 506 (1751),3. Presto,G-2,,3/8,"{''8C'6CCCC}/{''C'CCCCC}/{8CEG}/{''C'C}-/{G,6GGGG}/",450002127,https://opac.rism.info/metaopac/search?View=rism&id=450002127,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-80/0002
30628180,Symphonie in C-Dur GWV 506 (1751),4. Presto,G-2,,2/4,{''8CD}/{EGCD}/{EG}'''4C/CC/C{8''CD}/,450002127,https://opac.rism.info/metaopac/search?View=rism&id=450002127,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-80/0002
30628184,Symphonie in C-Dur GWV 507 (1751),1. Allegro,G-2,,c,{'8G6-E}{6.G3E6.G3E}''2C/{8E6-C}{6.E3C6.E3C}2A/'1Bt/,450002128,https://opac.rism.info/metaopac/search?View=rism&id=450002128,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-81/0002
30628186,Symphonie in C-Dur GWV 507 (1751),2. Allegro moderato,G-2,,2/4,"{''68.C'A}{xGB}/{8,(A'CE)}{(''C'AG)}/q8G{FE}4-/{68.''C'A}{xGB}/",450002128,https://opac.rism.info/metaopac/search?View=rism&id=450002128,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-81/0002
30628188,Symphonie in C-Dur GWV 507 (1751),3. Presto,G-2,,3/8,{''8C6ECFC}/8G4G/{6A'''C''BABG}/8'''C4''C/{6DFEDEC}/,450002128,https://opac.rism.info/metaopac/search?View=rism&id=450002128,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-81/0002
30628192,Symphonie in D-Dur GWV 518 (1751),1. Allegro,G-2,xFC,c,{''6DFED}{C'BAG}{FDGD}{ADBD}/{''C'A''D'A}{''E'A''F'A}{''8GF}4-/A,450002129,https://opac.rism.info/metaopac/search?View=rism&id=450002129,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-82/0002
30628194,Symphonie in D-Dur GWV 518 (1751),2. Andante,G-2,bB,3,'4.D8E4F/GAB/{8.A6E}4FF/q8G2Ft4E/,450002129,https://opac.rism.info/metaopac/search?View=rism&id=450002129,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-82/0002
30628196,Symphonie in D-Dur GWV 518 (1751),3. Menuet,G-2,xFC,3,{''8.Dt6C}{D'AFA}{BGBG}/8''D4A{8GGtF}/E4G{8FFtE}/{8.D6E}{FAFD},450002129,https://opac.rism.info/metaopac/search?View=rism&id=450002129,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-82/0002
30628198,Symphonie in D-Dur GWV 518 (1751),4. Presto,G-2,xFC,6/8,{''8DDD}{DDD}/{FDD}{DDD}/{ADD}{DDD}/,450002129,https://opac.rism.info/metaopac/search?View=rism&id=450002129,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-82/0002
30628201,Symphonie in C-Dur GWV 508 (1751),1. Allegro,G-2,,3,!{'6CEDC}!ff/i/{''8GGGG},450002130,https://opac.rism.info/metaopac/search?View=rism&id=450002130,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-83/0002
30628202,Symphonie in C-Dur GWV 508 (1751),2. Allegro moderato,G-2,xF,c,'4D/664.{GA}B{B''C}D/2G{68.FD}{C'A}/2''E{68.D'B}{AF}/,450002130,https://opac.rism.info/metaopac/search?View=rism&id=450002130,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-83/0002
30628204,Symphonie in C-Dur GWV 508 (1751),3. Presto,G-2,,6/8,"'8G/{''CCC}{C8.Ct3'B''C}/{8GD'B}{G,G'G}/{''DDD}{D8.Dt3CD}/",450002130,https://opac.rism.info/metaopac/search?View=rism&id=450002130,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-83/0002
30628208,Symphonie in G-Dur GWV 594 (1751),1. Allegro,G-2,xF,6/8,''8D/{GGG}4G8B/4B'''8D4D8D/{''B'''D''D}{DD'''D}/,450002131,https://opac.rism.info/metaopac/search?View=rism&id=450002131,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-84/0002
30628210,Symphonie in G-Dur GWV 594 (1751),2. Largo e piano,G-2,xFC,12/8,'8A/qG{8.F6G8A}{36.BG''D'BA''D}q4D4.C+4C8D/{'8.E6F8G}{36.FEBAEG},450002131,https://opac.rism.info/metaopac/search?View=rism&id=450002131,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-84/0002
30628212,Symphonie in G-Dur GWV 594 (1751),3. Menuet,G-2,xF,3,'4G''qq6CDr4ED/'qG2F4G/{8DEFGAB}/q4B''2.C/,450002131,https://opac.rism.info/metaopac/search?View=rism&id=450002131,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-84/0002
30628214,Symphonie in G-Dur GWV 594 (1751),4. Allegro,G-2,xF,2/4,''4GA/8-FqF4G/8-D{(EDC)}/qC4'BA/(8-{GA}){(B''CD)}/,450002131,https://opac.rism.info/metaopac/search?View=rism&id=450002131,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-84/0002
30628217,Symphonie in C-Dur GWV 509 (1751),1. Molto allegro,G-2,,2/4,''8C/{GGGG}/i/{'''C''GGG}/qA4.Gt{3GFED}/{8C'''C''CC}/,450002132,https://opac.rism.info/metaopac/search?View=rism&id=450002132,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-85/0002
30628219,Symphonie in C-Dur GWV 509 (1751),2. Allegro moderato,G-2,xF,3/8,''8D/q8C{'8.B6A8G}/{''6GG8G}C/q8C{'8.B6A8G}/{''6EE}{8ED}/,450002132,https://opac.rism.info/metaopac/search?View=rism&id=450002132,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-85/0002
30628221,Symphonie in C-Dur GWV 509 (1751),3. Presto,G-2,,6/8,''8C/{GGG}{GGG}/{'''C''GE}{C'G''D}/{6E'B''CDEF}{G'GAB''CD}/,450002132,https://opac.rism.info/metaopac/search?View=rism&id=450002132,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-85/0002
30628225,Symphonie in D-Dur GWV 519 (1751),1. Molto allegro,G-2,xFC,12/8,'8A/{''D'AA}{AAA}{''FDD}{DDD}/{AFF}{FFF}'''4.D+{8D''FD}/,450002133,https://opac.rism.info/metaopac/search?View=rism&id=450002133,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-86/0002
30628227,Symphonie in D-Dur GWV 519 (1751),2. Andante,G-2,xFC,c,{'8.B''6Dq8D8.C6E}q6E{8(D'B''C)}{(DC'B)}/{''(F'FF)}{(FFF)}4F-/{8.6GBA''nC},450002133,https://opac.rism.info/metaopac/search?View=rism&id=450002133,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-86/0002
30628229,Symphonie in D-Dur GWV 519 (1751),3. Menuet,G-2,xFC,3,'4D2D/4AAA/''2D'4A/q8G4.Ft8E4D/A,450002133,https://opac.rism.info/metaopac/search?View=rism&id=450002133,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-86/0002
30628231,Symphonie in D-Dur GWV 519 (1751),4. Presto,G-2,xFC,2/4,{''8D'D}-''F/{EFGA}/{6FDCD}{EFGA}/{B'B''CD}{EFGE}/,450002133,https://opac.rism.info/metaopac/search?View=rism&id=450002133,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-86/0002
30628235,Symphonie in G-Dur GWV 603 (1751),1. Allegro,G-2,xF,c,"{'8G6BA}{8BG}{D6GF}{8GD}/{,G'6BA}{8BG}{D6GF}{8GD}/{6,G'AB''C}{'B''CDE}",450002134,https://opac.rism.info/metaopac/search?View=rism&id=450002134,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-87/0002
30628236,Symphonie in G-Dur GWV 603 (1751),2. Allegro moderato,G-2,xF,6/8,{''8.Gt6F8E}q6G{8FExD}/6(-{EF}){(GFE)}'''8E6(-{'EF}){(GFE)}''8E/{8.D6'B''C'A}q8A4.(xG)/,450002134,https://opac.rism.info/metaopac/search?View=rism&id=450002134,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-87/0002
30628238,Symphonie in G-Dur GWV 603 (1751),3. Tempo di Menuet.. Allegro,G-2,xF,3,{''8DG}q6A{8G6FG}qB{8A6GA}/4BGq6B{8A6GF}/4G'G''q6C{'8B6AG}/4''C'BA/,450002134,https://opac.rism.info/metaopac/search?View=rism&id=450002134,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-87/0002
30628240,Symphonie in G-Dur GWV 603 (1751),4. Presto,G-2,xF,2/4,'8D/{GD}{6BGFG}/{8AD}6-{AGA}/{BGBG}{''ECEC}/,450002134,https://opac.rism.info/metaopac/search?View=rism&id=450002134,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-87/0002
30628244,Symphonie in E-Dur GWV 562 (1751),1. Allegro,G-2,xFCGD,c,''4E'B{6GEBG}{EFGA}/{8BB}{8.Bt3AB}{''8C'B}4-/''E'B{6GEBG}{8EB}/,450002135,https://opac.rism.info/metaopac/search?View=rism&id=450002135,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-88/0002
30628246,Symphonie in E-Dur GWV 562 (1751),2. Andante,G-2,xF,3,{''8.6GEAEBG}/q4F2E4-/{8.6E'B''FAGE}/,450002135,https://opac.rism.info/metaopac/search?View=rism&id=450002135,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-88/0002
30628248,Symphonie in E-Dur GWV 562 (1751),3. Allegro,G-2,xFCGD,3/8,{'8E336GFE}{BAG}/{6''E'E}{336''EFG}{GFE}/{6F'B}{''336FGA}{AGF}/q6A{8GF}-/,450002135,https://opac.rism.info/metaopac/search?View=rism&id=450002135,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-88/0002
30628252,Symphonie in D-Dur GWV 536 (1751),1. Molto allegro,G-2,xFC,c,'8D/{AAAA}{''D'A}-A/{''DDDD}{FD}-D/{AA},450002136,https://opac.rism.info/metaopac/search?View=rism&id=450002136,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-89/0002
30628254,Symphonie in D-Dur GWV 536 (1751),2. Andante e piano,G-2,xFC,3,"'2.D/E/{6.F5GA8D}{D,AA'E}/qG{8.F6E}q8E4D-/",450002136,https://opac.rism.info/metaopac/search?View=rism&id=450002136,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-89/0002
30628256,Symphonie in D-Dur GWV 536 (1751),3. Allegro,G-2,xFC,3/8,{'8A''DE}/{6FDGDAD}/{8BCD}/{EF}-/{8.At3GA6}{BG}/,450002136,https://opac.rism.info/metaopac/search?View=rism&id=450002136,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-89/0002
30628258,Symphonie in D-Dur GWV 536 (1751),4. Menuet,G-2,xFC,3,'2D4E/{8FDGDAD}/4B''CD/Eq8G4F{8ED}/,450002136,https://opac.rism.info/metaopac/search?View=rism&id=450002136,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-89/0002
30628262,Symphonie in F-Dur GWV 576 (1751),1. Molto allegro,G-2,bB,c,''4C'A''FC/{8A'''CCC}{CCCC}/{''3EF6GCD}{EFGA},450002137,https://opac.rism.info/metaopac/search?View=rism&id=450002137,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-90/0002
30628263,Symphonie in F-Dur GWV 576 (1751),2. Andante e poco allegro,G-2,bB,c,'8A4D8xCqC4D{8.G3AB}/i/8A''4D8xCqC4D'F/,450002137,https://opac.rism.info/metaopac/search?View=rism&id=450002137,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-90/0002
30628265,Symphonie in F-Dur GWV 576 (1751),3. Allegro,G-2,bB,2/4,8-{'FEF}/{GFEF}/-{GFG}/{AGFG}/{338.AB''C}{'B''CD}/,450002137,https://opac.rism.info/metaopac/search?View=rism&id=450002137,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-90/0002
30628267,Symphonie in F-Dur GWV 576 (1751),4. Molto allegro,G-2,bB,3/8,{''8C8.Ct3'B''C}/{8DCC}/i/{FC}-/{'G8.Gt3FG}/{8AGG}/,450002137,https://opac.rism.info/metaopac/search?View=rism&id=450002137,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-90/0002
30628270,Symphonie in G-Dur GWV 604 (1751),1. Allegro,G-2,xF,12/8,"{,8GAB}{'CDE}{DEF}{GAB}/'''2.D+4.D+4D''8D/{GDD}",450002138,https://opac.rism.info/metaopac/search?View=rism&id=450002138,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-91/0002
30628272,Symphonie in G-Dur GWV 604 (1751),2. Moderato,G-2,xF,c,'1F/B/8-{''Dq6D8xC'B}qB4xAB/,450002138,https://opac.rism.info/metaopac/search?View=rism&id=450002138,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-91/0002
30628273,Symphonie in G-Dur GWV 604 (1751),3. Menuet,G-2,xF,3,'2.G/4''EDC/q8C'4BAG/A2''C/4'B''2E/,450002138,https://opac.rism.info/metaopac/search?View=rism&id=450002138,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-91/0002
30628275,Symphonie in G-Dur GWV 604 (1751),4. Presto,G-2,xF,3/8,{'6GF8GA}/{B''CD}/{EFG}/{AB}-/{6C'B''8C'B}/{''EDC}/,450002138,https://opac.rism.info/metaopac/search?View=rism&id=450002138,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-91/0002
30628279,Symphonie in D-Dur GWV 526 (1751),1. Molto allegro,G-2,xFC,c,{''(8D'AF)}{(8DFA)}{''(8D'A''D)}{(8E'A''E)}/{FD}'4DDD/{''(8D'AF)}{(DFA)},450002139,https://opac.rism.info/metaopac/search?View=rism&id=450002139,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-92/0002
30628281,Symphonie in D-Dur GWV 526 (1751),2. Poco allegro,G-2,xFC,2/4,{'6AEE''C}{C'AA''G}/qG{8FE}4-/{6'xGEEB}{BEE''D}/,450002139,https://opac.rism.info/metaopac/search?View=rism&id=450002139,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-92/0002
30628283,Symphonie in D-Dur GWV 526 (1751),3. Presto,G-2,xFC,3/8,{''8DDD}/i/{D6FDAF}/4.'''D/{'8BBB}/,450002139,https://opac.rism.info/metaopac/search?View=rism&id=450002139,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-92/0002
30628287,Symphonie in D-Dur GWV 527 (1751),1. Allegro assai,G-2,xFC,6/8,"{'6.D3F}{8EF}{,6.A'3F}{8EG}/{6F5AGFE}6{DDDD}{6.C3E,8A}-/''{6.D3F}8{EF}",450002140,https://opac.rism.info/metaopac/search?View=rism&id=450002140,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-93/0002
30628288,Symphonie in D-Dur GWV 527 (1751),2. Andante e piano,G-2,xFC,3/8,{'6(B''CD)}{(DC'B)}''8B/qG4.F/{6'(B''CD)}{(DC'B)}{(''GFE)}/,450002140,https://opac.rism.info/metaopac/search?View=rism&id=450002140,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-93/0002
30628290,Symphonie in D-Dur GWV 527 (1751),3. Presto,G-2,xFC,3/8,{86.38'DFDA}/{DFD''D}/{'DFD''F}/{'DFD''A}/{8'D6EDFE}/{GFAGBA}/,450002140,https://opac.rism.info/metaopac/search?View=rism&id=450002140,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-93/0002
30628294,Symphonie in D-Dur GWV 528 (1751),1. Allegro molto,G-2,xFC,c,!{''6DDDD}{'DDDD}!f/f{8''D'D}4-/,450002141,https://opac.rism.info/metaopac/search?View=rism&id=450002141,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-94/0002
30628295,Symphonie in D-Dur GWV 528 (1751),2. Poco allegro,G-2,xF,2/4,''8D/{6GDDxC}q8C{D6(BAG)}/{AxCq8CD}-'B/{''6G'BBxA}q8A{B6''(GFE)}/,450002141,https://opac.rism.info/metaopac/search?View=rism&id=450002141,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-94/0002
30628297,Symphonie in D-Dur GWV 528 (1751),3. Presto,G-2,xFC,6/8,'8A/{6''DtC8D'F}{AD''D}/{6AtxG8AC}{E'A''E}/{6FG8AG}{6FAFD'A''F}/,450002141,https://opac.rism.info/metaopac/search?View=rism&id=450002141,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-94/0002
30628301,Symphonie in D-Dur GWV 529 (1751),1. Molto allegro,G-2,xFC,c,{''8D'DDD}{FAFD}/{8.''Dt3CD}{8.Et3DE}{8.Ft3EF}{8.Gt3FG}/{8.33AFG}{AFG},450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628303,Symphonie in D-Dur GWV 529 (1751),2. Andante,G-2,xFC,3,''2.D/C/{6D'B''E'B}{''F'B''xG'B},450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628305,Symphonie in D-Dur GWV 529 (1751),3. Presto,G-2,xFC,3,'4D8{E''D'F''D}/4'G8{F''D'G''D}/4'A8{B''ACA}/{DACADA}/,450002142,https://opac.rism.info/metaopac/search?View=rism&id=450002142,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-95/0002
30628309,Symphonie in D-Dur GWV 556 (1751),1. Molto allegro,G-2,xFC,c,{'8DDDD}{D6FE}{DEFG}/{8ADDD}{D6FE}{DEFG}/{8ADDD}{DD},450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628311,Symphonie in D-Dur GWV 556 (1751),2. Poco allegro,G-2,xFC,c,8-{''FFF}{F6BxA}{8B'''D}/-{''FFF}{F6'''C''B}{8'''CE}/-{''FFF},450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628312,Symphonie in D-Dur GWV 556 (1751),3. Presto,G-2,xFC,2/4,''4Aq6G{8.F6E}/q8E4D8-'A/{668AB''nC}{C'BA}/{8BG}4-/,450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628314,Symphonie in D-Dur GWV 556 (1751),4. Allegro,G-2,xFC,3/8,"{'6FDAF''D'A}/{''FD}4A/{6'D,A'FDAF}/{8''D'D}-/{''A6GEFD}/",450002143,https://opac.rism.info/metaopac/search?View=rism&id=450002143,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-96/0002
30628318,Symphonie in D-Dur GWV 554 (1751),1. Molto allegro,G-2,xFC,12/8,{'8D''DE}{FGA}{D'DD}{DDD}/{D''DE}{FGA}{BDD}{'B''DD}/{ADD},450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628320,Symphonie in D-Dur GWV 554 (1751),2. Andante e piano,G-2,xFC,3,{''6DFCF}{'B''F'F''F}{'B''GCE}/gE{DC'8B}4--/{6''EDDC},450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628322,Symphonie in D-Dur GWV 554 (1751),3. Presto,G-2,xFC,3,''4D{6FE8D}4A/{8.6DEFG}4A/{8FA}4'''D''B/q6A{8.G6F}q8F4E-/,450002144,https://opac.rism.info/metaopac/search?View=rism&id=450002144,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-97/0002
30628325,Symphonie in D-Dur GWV 545 (1751),1. Molto allegro,G-2,xFC,12/8,{''8D'DD}{D3-DEFGAB''C}!{8DDD}!f/{D'DD}{D3-DEFGAB''C},450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628327,Symphonie in D-Dur GWV 545 (1751),2. Andante,G-2,xFC,2/4,''2B/{8xA'F}4-/''2D/{8C'F}4-/,450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628329,Symphonie in D-Dur GWV 545 (1751),3. Presto,G-2,xFC,6/8,{8.68''DED}{DED}/{8D'A''D}{FD}-/'4.D+D+/D+{8D''CD}/,450002145,https://opac.rism.info/metaopac/search?View=rism&id=450002145,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-98/0002
30628333,Symphonie in G-Dur GWV 607 (1751),1. Allegro,C-3,xF,c,{'8GDDB}{6B''C'AB}{''C'BAG}/{8ADD''C}{6CD'B''C}{DC'BA}/{8BGG''D},450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628334,Symphonie in G-Dur GWV 607 (1751),2. Andante,C-3,xF,6/8,"'4E,8B{B'6.E5FG6FE}/4F8,B{B'6.F5GA6GF}/",450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628335,Symphonie in G-Dur GWV 607 (1751),3. Allegro,G-2,xF,3,"'2G4D/{8,B'D,G'DGB}/q4B2A{8FA}/{FADFA''C}/qC'4BA-/",450002146,https://opac.rism.info/metaopac/search?View=rism&id=450002146,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-99/0002
30628339,Symphonie in G-Dur GWV 608 (1751),1. Allegro,G-2,xF,3,"{,6GGGG}{GGGG}{GGGG}/{8G''EDC'BA}/{GEDC,BA}/",450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
30628340,Symphonie in G-Dur GWV 608 (1751),2. Andante e poco allegro,C-3,xF,c,4-{'8GF}qA4G{8FE}/1B/8-{FAG}qB4A{8GF}/,450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
30628342,Symphonie in G-Dur GWV 608 (1751),3. Allegro,C-3,xF,2/4,'8G4D8G/qG4F8-G/A4B8''C/{C'B}-G/,450002147,https://opac.rism.info/metaopac/search?View=rism&id=450002147,http://tudigit.ulb.tu-darmstadt.de/show/Mus-Ms-470-100/0002
